Categ,dbID,siteID,SiteName,SubTitle,Lat,Lon,Desc,Sview,Sviewlat,Sviewlong,Heading,Zoom,Pitch,top,mapzoom,sponsor,ImageN,Image1,Image2,Image3,Image4
1,228,N29,Sudbury Breccia,,46.63133333,-81.462,"At Windy Lake Highway 144 North cuts through superb outcrops of the Sudbury Breccia which formed when Archean Gneiss  with a prominent dark-coloured dike was fractured (brecciated) during Meteorite impact. Look out for thin lens-shaped beds of glass-like ""pseudotachylite"" where broken rock was melted by the heat of impact among the chaotic breccia.",n,NA,NA,NA,NA,NA,n,14,,NA,sitePictures/N29a.jpg,sitePictures/N29b.jpg,sitePictures/N29c.jpg,sitePictures/N29d.jpg
3,754,N290,Bushplane Heritage Centre,,46.507362,-84.325625,"In the vast undeveloped Canadian north, bush planes have often been a crucial tool used to access, protect, and manage our forest resources. These typically small and rugged airplanes are each specially designed to serve a different function, and can be mobilized quickly to respond to emergencies when the need arises, even in remote areas with no infrastructure. The Canadian Bushplane Heritage Centre displays dozens of these pioneering planes, but focuses on bush planes that were on the frontlines in the fight against forest fires beginning in the mid 1930's. The ability to detect, survey, and combat forest fires by air was revolutionary.",y,46.5070468,-84.3259786,18.88,1,109.91,n,14,NA,NA,sitePictures/N290a.jpg,sitePictures/N290b.jpg,sitePictures/N290c.jpg,sitePictures/N290d.jpg
5,755,N291,A Gowganda Jumble,,46.50137,-83.400493,"One of the oldest records of glaciation in the world is found off the coast of the supercontinent Arctica (now the Superior Province) in a district of Ontario referred to as the Southern Province. These are the rocks of the Gowganda Formation which were deposited about 2.4 billion years ago in a glaciomarine environment where ice sheets fed sediment onto a continental slope facing an open seaway. Periodically, sedimentary units within this glaciomarine environment would collapse downslope in large submarine landslides.  The jumbled up rock types at this outcrop are the result of one of these submarine landslides where various sediments including conglomerate, sandstone, and diamictite were broken up as they moved downslope.",y,46.5015532,-83.4012495,336.18,1,87.08,n,14,NA,NA,sitePictures/N291a.jpg,sitePictures/N291b.jpg,sitePictures/N291c.jpg,sitePictures/N291d.jpg
5,756,N292,Gowganda Diamictite,,46.35241,-83.24239,This roadside outcrop is made out of diamictite which is a sedimentary rock with stones completely encased in a mudstone matrix. Similar diamictites of the Gowganda Formation crop out between Sault Ste. Marie and Cobalt. This trend of sedimentary rocks across the north shore of Lake Huron were deposited on the then-continental margin of the Superior Province until the events of the Penokean Orogeny pushed when the supercontinent Nena came together. The diamictites of the Gowganda Formation were largely deposited during large subaqueous landslides that transported sediment en masse into deep water.,y,46.3521454,-83.2421957,356.77,0,87.55,n,14,NA,NA,sitePictures/N292a.jpg,sitePictures/N292b.jpg,sitePictures/N292c.jpg,sitePictures/N292d.jpg
3,623,N293,Iron Bridge Deer Yard,,46.2796,-83.22303,"Every winter, a curious event happens in the small town of Iron Bridge. Thousands of deer gather in the local ""deer yard"" to forage for food within the safety of a large herd. The deer trample down the snow which allows them to move through the protective conifer forest. Iron Bridge is named after the first steel bridge in Ontario, built in 1896 and is also an entranceway to the 1100 Km ling Voyageur Trail which traverses the historic Mississagi River.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N293a.jpg,sitePictures/N293b.jpg,sitePictures/N293c.jpg,sitePictures/N293d.jpg
1,757,N294,Aguasabon Falls,,48.781911,-87.124881,"At 30 m tall, Aguasabon Falls is one of the most impressive and accessible waterfalls on the Canadian Shield. These flow over 2.5 billion year old granodiorite, an igneous rock that formed during the Kenoran Orogeny. The falls likely originated closer to a prominent escarpment that formed when lake levels were higher, but are now cutting backwards along joints or fractures in the bedrock. The amount of water going over the falls is controlled by a dam upstream that diverts the upper Aguasabon River for power generation.",y,48.7809887,-87.1237815,194.56,,80.05,n,14,NA,NA,sitePictures/N294a.jpg,sitePictures/N294b.jpg,sitePictures/N294c.jpg,sitePictures/N294d.jpg
3,758,N295,Shelburne Post Office,,44.08,-80.2,"Shelburne's first post office was built in 1915 out of locally derived building stone from the Shelburne Stone Quarry located just east of the town near Sylvanwood. The stone is dolostone from the Lower Silurian Amabel Formation, deposited at a time when Southern Ontario was covered by a warm shallow sea. Dolostone is a great material to use as building stone because it is hard, stable, and doesn't fracture easily. The Shelburne Post Office was a source of pride for the town when it was built and provided an imposing central focus point for the town.",y,44.0786472,-80.2048148,281.12,2,112.38,n,14,NA,NA,sitePictures/N295a.jpg,sitePictures/N295b.jpg,sitePictures/N295c.jpg,sitePictures/N295d.jpg
1,624,N296,St. Joseph Island,,46.221855,-83.977905,"St. Joseph Island is the second largest island on Lake Huron after Manitoulin Island, and sits just south of the geologic boundary between Canadian Shield rock and sedimentary rocks of the Paleozoic cover sequence. Several establishments around the island are named after ""Puddingstone"", a type of conglomerate found on St. Joseph and nearby Drummond Island made of colourful red, brown, and pink agate and jasper which resemble the raisins in a plum pudding. These Huronian-aged rocks originate in the Canadian Shield and were transported southwards during the last glaciation as glacial erratics. The geomorphology of St. Joseph Island is largely a product of changes in lake level during deglaciation some 11,000 years ago. A broad central hill is underlain by thick deposits of glacial till and once stood as an island above Glacial Lake Algonquin. Post-glacial rebound or uplift as a result of ice melting caused several coastal terraces to be carved into this till as the land rose, resulting in a step-like topography.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N296a.jpg,sitePictures/N296b.jpg,sitePictures/N296c.jpg,sitePictures/N296d.jpg
3,625,N297,Little Nipissing Silver Mine site,,47.386015,-79.687428,"Relicts of the silver mining industry are found all across the Cobalt region. At the Little Nipissing Silver Mine, a conspicuous 20 cm wide void cuts through the 20 metre high rock face where the ""Little Silver Vein"" was mined out over 100 years ago. Timbers from the original mine workings, used to support the walls and to prevent them from collapsing inwards can be seen within. This mine produced 700 000 ounces of native silver. Silver in the Cobalt Region was formed about 2.2 billion years ago when mafic igneous intrusions of diabase were injected through the sedimentary rocks of the Huronian Supergroup. The hot magma caused fluids rich in silver to circulate and concentrate the metals in cracks within the host rock. At this site, the host rock is made of rhythmites and diamictites of the Gowganda Formation which is the remnants of an ancient seaway into which glaciers once fed.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N297a.jpg,sitePictures/N297b.jpg,sitePictures/N297c.jpg,sitePictures/N297d.jpg
3,626,N298,Nippissing 96 Mine Site,,47.383318,-79.686436,"Evidence of the town's rich mining history can be found in many places in the Cobalt Region. The Nippissing 96 Mine site provides a stark illustration of a targeted mining procedure called ""open cut mining"" where the silver-filled host vein was precisely mined out, leaving a deep gash behind to a depth of 75 m deep and 142 m long. The vein was mined by digging a tunnel underneath the main ore body and taking advantage of gravity to help extract the ore. The wooden structure at this site is called a ""headframe"", which is a building that contained the equipment to hoist supplies up and down the shaft. It was in use from 1968 to 1972. 
",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N298a.jpg,sitePictures/N298b.jpg,sitePictures/N298c.jpg,sitePictures/N298d.jpg
5,627,N299,Val Cote Rock Museum,,49.643395,-83.40547,"The Val Côté rock museum displays an impressive variety of rocks from across Canada, the United States, and South America. Inside the building, brightly coloured and polished samples have been arranged into an elaborate mosaic.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N299a.jpg,sitePictures/N299b.jpg,sitePictures/N299c.jpg,sitePictures/N299d.jpg
5,202,N3,Cobalt,"""Silver City""",47.39533333,-79.6855,"Cobalt became a world famous boomtown when silver was discovered in 1903. Today,the old buildings, mineshafts, and other structures are still largely intact which is why the community is known as ""Ontario's Most Historic Town."" A ghost town truly worth exploring.",y,NA,NA,23.98,0,-15.81,n,13,,3,sitePictures/N3a.jpg,sitePictures/N3b.jpg,sitePictures/N3c.jpg,sitePictures/N3d.jpg
1,229,N30,Pitted Outwash and Kettle Holes,,46.620285,-80.793083,"The road passes by Sudbury Airport on the left and affords dramatic views of what is called ""pitted"" or ""kettled"" outwash. The airport is built on the extensive flat surface of an outwash gravel plain left by rivers when the last ice sheet melted and withdrew 11,000 years ago. The ice margin lay at the south end of Lake Wanapitei, feeding gravel and Sandsouth into Glacial Lake Algonquin. This was an enormous lake which at one time drained eastward through North Bay down the Ottawa Valley",n,NA,NA,NA,NA,NA,n,14,,1,sitePictures/N30a.jpg,sitePictures/N30b.jpg,sitePictures/N30c.jpg,sitePictures/N30d.jpg
3,628,N300,Flett Tunnel,,48.612871,-89.777473,"Flett Tunnel is an abandoned railway tunnel blasted 600 feet through metasedimentary rocks of the Canadian Shield during the 1905 construction of the Lake Superior Branch of the Grand Trunk Pacific Railway. Now, the tunnel mainly serves as an easy hike or four-wheel drive.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N300a.jpg,sitePictures/N300b.jpg,sitePictures/N300c.jpg,sitePictures/N300d.jpg
1,759,N301,Eva Lake Erratics,,48.69729,-91.203458,"Erratics are large stones and boulders which have been plucked out from an outcrop and carried, sometimes many hundreds of kilometres, by glacial ice. The granitic erratics found here however, have likely only been transported a short distance from their source because glaciers tended to move very sluggishly across many parts of the Canadian Shield. Scratches, striations, and facets left on the surface of the erratics are reminders that the boulders often scraped along the ground and against each other while embedded at the base of the ice.",y,48.6971821,-91.2033535,92.09,1,80.76,n,14,NA,NA,sitePictures/N301a.jpg,sitePictures/N301b.jpg,sitePictures/N301c.jpg,sitePictures/N301d.jpg
1,629,N302,Tip Top Copper Mine,,48.601668,-90.587276,"Copper-rich chalcopyrite hosted within quartz veins was first discovered near Burchell Lake in the 1870's. Mining operations in this area closely followed boom and bust cycles in the price of copper, with major activity happening between 1902-1903, 1906-1907, 1916-1917. Despite renewed interest in the area during the rush for copper and iron during WWII, it was not until the  construction of Highway 11 in 1954 that larger scale operations became economically viable because of the improved access. The town of Burchell Lake boomed, but by 1967, the price of copper had dropped and the mine closed. Burchell Lake became a ghost town with the lonely headframe still standing,
",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N302a.jpg,sitePictures/N302b.jpg,sitePictures/N302c.jpg,sitePictures/N302d.jpg
1,630,N303,Esker Mining near Rabbit Lake,,49.739984,-84.307756,"Construction projects are always ongoing across Ontario and require large amounts of large amounts of aggregate which is loose sand and gravel that is either created by crushing rock, or dug out naturally-occuring sand and gravel pits. The cost of acquiring and transporting aggregate is an important consideration of any construction project and local sources of loose aggregate are desirable. Good-quality aggregate lacks clay and mud and can be easily sorted into different sizes of sand and gravel. Many sand and gravel pits are dug within eskers, which are sinuous landforms produced by water flowing under or within ice sheets which transports sand and gravel while flushing them clean of mud. This particular esker is separates Hart Lake from Rabbit Lake.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N303a.jpg,sitePictures/N303b.jpg,sitePictures/N303c.jpg,sitePictures/N303d.jpg
1,631,N304,Thunderhouse Falls,,50.052399,-83.185103,"The link between geology and the landscape at Thunderhouse Falls is spectacularly clear. The Missinaibi River falls off the Canadian Shield and onto the Hudson's Bay Lowlands at Thunderhouse Falls through a spectacular gorge that exposes the Great Unconformity. An unconformity is a 'gap' in the continuity of the geologic record where there is a missing period of time. In this case, the hard high-relief crystalline Archean rocks of the Canadian Shield are overlain by the more flat-lying Paleozoic rocks of the Hudson's Bay Lowlands. This important geological boundary is also an ecological boundary between the boreal forest on the shield and the swampy lowlands.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N304a.jpg,sitePictures/N304b.jpg,sitePictures/N304c.jpg,sitePictures/N304d.jpg
3,632,N305,Fairy Point Pictographs,,48.339549,-83.744553,"More than 100 Aboriginal rock paintings or pictographs can be found along a spectacular cliff face at Fairy Point on Missinaibi Lake, accessible only by boat. These are drawn in red ochre paint, a special compound made by mixing hematite with grease. The south-facing aspect of the vertical cliff likely prevented lichen growth which would have destroyed the paintings, while allowing the cliff face to develop a protective rock varnish. Old growth red and white pine stands with trees up to 350 years in age grow nearby in the shallow rocky soils.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N305a.jpg,sitePictures/N305b.jpg,sitePictures/N305c.jpg,sitePictures/N305d.jpg
1,633,N306,Trowbridge Falls Park,,48.4886154,-89.1844359,Two small waterfalls occur along the Current River at Trowbridge Falls Park where water cascades down steps of gently dipping shale and cherty-carbonates of the Gunflint Formation. The sedimentary layers are thin and alternate in colour from dark grey to rusty red due to the oxidation of iron. The Gunflint Formation was deposited about 1.88 billion years ago in a broad belt stretching from Thunder Bay to central Minnesota.,n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N306a.jpg,sitePictures/N306b.jpg,sitePictures/N306c.jpg,sitePictures/N306d.jpg
1,634,N307,Kashabowie Falls,,48.64654,-90.418331,"Where the Kashabowie River enters Upper Shebandowan Lake, it drops over a low ledge of steeply dipping metamorphosed basaltic lavas and greenstones, forming an attractive waterfall. The old Dawson Trail linking the Great Lakes at Fort William (now Thunder Bay) with the Canadian Prairies at Ste. Anne Manitoba crossed the Kashabowie River near Kashabowie Falls. This route was used by the Wolseley Expedition to reach the Red River Colony when quelling the Red River Rebellion led by Louis Riel in 1870.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N307a.jpg,sitePictures/N307b.jpg,sitePictures/N307c.jpg,sitePictures/N307d.jpg
5,760,N308,Pillow Basalts,,48.634456,-90.09512,"Just next to the Swamp River, a beautiful exposure of pillow lava demonstrates the classic pillow shaped masses formed when magma flows through water cooling the outer surface very quickly while magma continues to flow and inflate the pillow on the inside. These particular pillows formed on the ocean floor and were probably quite round when formed, but have been squeezed and elongated by later metamorphism.",y,48.6345529,-90.0953109,99.78,2,84.33,n,14,NA,NA,sitePictures/N308a.jpg,sitePictures/N308b.jpg,sitePictures/N308c.jpg,sitePictures/N308d.jpg
1,635,N309,Blueberry Boulder Field,,49.506347,-91.523939,"Collecting wild blueberries is a favourite past time of many people in the Ignace Region where thin acidic soils resting on granite bedrock create ideal growing condition. At this site, large granite boulders set amongst wild growing blueberries and raspberries are also popular amongst bouldering enthusiasts. These boulders are glacial erratics and were plucked out of nearby bedrock and transported only a short distance by flowing ice. The Blueberry Boulder Field is located 0.7 km off of Highway 599, and 15 km north of Hwy 17.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N309a.jpg,sitePictures/N309b.jpg,sitePictures/N309c.jpg,sitePictures/N309d.jpg
1,230,N31,Wanapitei Lake,,46.68383333,-80.74783333,"Sudbury can truly be called the impact capital of Ontario, Wanapitei Lake (N31) north of Sudbury Airport fills another meteorite impact basin, but one much younger than the Sudbury Basin. The dating of impact debris along the southern shore of the lake suggests a 37 million year old impact.",n,NA,NA,NA,NA,NA,n,14,,NA,sitePictures/N31a.jpg,sitePictures/N31b.jpg,sitePictures/N31c.jpg,sitePictures/N31d.jpg
5,636,N310,Kerr Lake Pillow Basalts,,47.37269,-79.663399,"Pillow-shaped balls of basalt form when basaltic lava erupts and flows underwater. The outer surface of the lava cools and hardens very quickly while the inner magma continues to flow, inflating the pillow from the inside. These pillow basalts are Archean in age.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N310a.jpg,sitePictures/N310b.jpg,sitePictures/N310c.jpg,sitePictures/N310d.jpg
3,637,N311,Prehistoric Paint,,47.570444,-85.0009,"The road passes by Sudbury Airport on the left and affords dramatic views of what is called ""pitted"" or ""kettled"" outwash. The airport is built on the extensive flat surface of an outwash gravel plain left by rivers when the last ice sheet melted and withdrew 11,000 years ago. The ice margin lay at the south end of Lake Wanapitei, feeding gravel and sand south into Glacial Lake Algonquin. This was an enormous lake which at one time drained eastward through North Bay down the Ottawa Valley",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N311a.jpg,sitePictures/N311b.jpg,sitePictures/N311c.jpg,sitePictures/N311d.jpg
3,638,N312,Dome Mine,,48.463292,-81.241042,"The Dome Mine is the second largest all-time producer of gold in Canada with estimated production of over 18 million ounces of gold, and the longest continually producing gold mine in North America with operations dating back to 1910. Though little of the workings themselves are visible from ground level outside of the operation boundaries, satellite imagery of the mine shows the 270 m deep open pit mine with distinct 'benches' or terraces which help to keep the walls of the pit stable. Underneath this large cone-shaped pit are an immense network of underground workings, some as deep as 1670 m. Gold-rich quartz was discovered in a resistant bedrock hill by prospectors Harry Preston and Jack Wilson in 1909 who dubbed the outcrop ""Big Dome"". Unfortunately, the Dome Mine is likely to close soon as the cost of extracting ore from deeper underground begins to exceed the value of the gold itself.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N312a.jpg,sitePictures/N312b.jpg,sitePictures/N312c.jpg,sitePictures/N312d.jpg
1,639,N313,Hiawatha Landslide,,46.583527,-84.279163,"The Root River carves a 200-foot deep canyon through glacial sediment about 13 km north of Sault Ste. Marine, accessible from Landslide Road. The eponymous landslide occurred in 1894 following a heavy rainfall which saturated the sandy soil, causing the slope to collapse into the canyon. The area remained destabilized and experienced many smaller collapses until the hill was transformed into a ski hill in the 1950's and stabilized with berms and trees.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N313a.jpg,sitePictures/N313b.jpg,sitePictures/N313c.jpg,sitePictures/N313d.jpg
3,761,N314,Hollinger Park,,48.476192,-81.32172,"Hollinger Park is an excellent, and early, example of land reclamation. Land reclamation is the process of taking land that was once used in mining operations and giving it a new purpose. Hollinger Park is built upon tailings from the former Hollinger Mine. Tailings are a waste product of mining, and often consist largely of crushed rock that had to be extracted to access the main ore body. Often, these tailings are deposited in large water bodies called tailings ponds which prevents them from becoming sources of dust. In the 1920's, Hollinger Park was the site of a tailings pond called Miller Lake which was slowing filled with tailings from the mill which processed and crushed rock from the Hollinger Mine. Since the 1940's Hollinger Park has served as one of Timmins busiest recreational spaces.",y,48.4766969,-81.3222115,166.46,0,95.31,n,14,NA,NA,sitePictures/N314a.jpg,sitePictures/N314b.jpg,sitePictures/N314c.jpg,sitePictures/N314d.jpg
3,640,N315,Algoma Steel Loading Docks,Michipicoten Harbour,47.961331,-84.901183,"This derelict pier and dock was once a bustling commercial harbour used by the Algoma Steel Company to load  iron ore and sinter from the mines at Wawa onto transport ships for distribution to steel mills on the lower Great Lakes. The broad flat piece of land to the west is artificial pier created to facilitate the dock operations and create land for a warehouse, a sawmille, a company office, and a hotel. An 11-mile railroad line was built between the ore dock and the Helen Mine. After closure of iron mining operations in 1918, Michipicoten Harbour transitioned to a hub for the burgeoning pulp and paper industry.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N315a.jpg,sitePictures/N315b.jpg,sitePictures/N315c.jpg,sitePictures/N315d.jpg
1,762,N316,Abandoned Cobble Beaches,,47.219915,-84.650645,This forest clearing is unusual because it is filled by rounded granite cobbles and pebbles arranged in broad arcs. These are the remains of an ancient beach left behind when the lake level of Lake Superior was much higher. The beach must have been exposed to fairly high energy waves which winnowed away any finer sediment like mud or sand.,y,47.2197575,-84.650658,260.03,0,85.95,n,14,NA,NA,sitePictures/N316a.jpg,sitePictures/N316b.jpg,sitePictures/N316c.jpg,sitePictures/N316d.jpg
1,763,N317,Montreal River Chasm,,47.238279,-84.645196,"Where the Montreal River crosses Hwy 17, it flows through an unusually straight, narrow and deep canyon. Large boulders fill the canyon, attesting to past rockfalls. This canyon was formed by differential erosion of a diabase dike which was considerably softer than the surrounding granite. The softness and erodibility of the diabase dike is in part caused by the presence of regular fractures called joints that are here closely spaced create polygonal blocks that fall of quite easily.",y,47.2382912,-84.6452172,139.97,0,88.7,n,14,NA,NA,sitePictures/N317a.jpg,sitePictures/N317b.jpg,sitePictures/N317c.jpg,sitePictures/N317d.jpg
3,641,N318,Pukaskwa Pits,,48.047454,-85.95712,"The Pukaskwa Pits are mysterious circular depressions made out of large stone blocks by early inhabitants of the region. Each one is several meters in diameter and up to 2 metres deep. Estimates of their age range from about 10,000 years ago to 3,000 years ago. Most are built upon raised cobble beaches left over from when lake level was significantly higher following the last glaciation. Though no one fully understands their purpose, but they were probably used as cooking spaces or the foundation for seasonal dwellings.",n,NA,NA,NA,NA,NA,n,14,NA,NA,sitePictures/N318a.jpg,sitePictures/N318b.jpg,sitePictures/N318c.jpg,sitePictures/N318d.jpg
1,764,N319,Ivanhoe Lake,,48.17821,-82.5392,"Lake Ivanhoe occurs at a major structural boundary between the Abitibi Greenstone Belt and the Kapuskasing Structure. This boundary is marked by a thrust fault, indicating that the crust has been shortened and compressed. At the interface of major faults such as these, movement along the fault plain causes grinding and stretching of crystal grains, producing a rock called a cataclastite. Cataclastites are often softer than the surrounding rock. Erosion of this cataclastic zone during the Pleistocene Glaciations created the depression in which Lake Ivanhoe now resides.",y,48.1683743,-82.5009524,163.31,0,87.88,n,14,NA,NA,sitePictures/N319a.jpg,sitePictures/N319b.jpg,sitePictures/N319c.jpg,sitePictures/N319d.jpg
1,231,N32,Espanola Turbidites,,46.27066667,-81.77766667,Two and a half billion years ago northern Ontario was a quiet place-but it did not remain so for very long. The old rocks of the Superior Province were soon buried under thick layers of Huronian Sandstone and Shale. These record a large seaway lapping up against the Superior Province to the north. Distinct layers of sandstone that were deposited deep underwater on an ancient submarine slope are now exposed in road cuts on Highway 6 immediately north of Espanola and the Serpent River,y,NA,NA,356.21,0,-18.09,n,14,,NA,sitePictures/N32a.jpg,sitePictures/N32b.jpg,sitePictures/N32c.jpg,sitePictures/N32d.jpg
1,775,N320,Stonecliff,,46.21583,-77.891615,The strait form of the Ottawa River with topography rising away from the bank belies the rivers underlying structural origin. The river exploits  the northern edge of the Ottawa-Bonnechere Graben and the bank of the river is actually the face of the Mattawa Fault. ,n,NA,NA,NA,NA,NA,n,13,NA,NA,sitePictures/N320a.jpg,sitePictures/N320b.jpg,sitePictures/N320c.jpg,sitePictures/N320d.jpg
4,779,N321,Wild Blueberry Farm,,47.961832,-84.810098,"En route to Scenic High Falls (site N267), you will travel through a large flat plain that is currently apart of a study to develop the land for wild blueberry harvesting. The soil here is sandy with suitable  acidity levels for blueberry farming. These sand flats are the ancient shoreline of Lake Superior.",n,NA,NA,NA,NA,NA,n,13,NA,NA,sitePictures/N321a.jpg,sitePictures/N321b.jpg,sitePictures/N321c.jpg,sitePictures/N321d.jpg
5,781,N322,Bruce Mines Trail,,46.298126,-83.771688,"On the Bruce Mines Trail, one can view the historical legacy of mining activity. The main trail follows a railway spur and is lined with copper tailings. Topsoil has been removed to bare the rock surface and many examples of different copper and sulphide minerals are strewn on the ground.  The actual open-pit mines themselves are elongate gashes which have largely been fenced off. ",n,NA,NA,NA,NA,NA,n,13,NA,NA,sitePictures/N322a.jpg,sitePictures/N322b.jpg,sitePictures/N322c.jpg,sitePictures/N322d.jpg
3,782,N323,Ruins and Disasters,,47.388957,-79.687683,"The history of Cobalt is rife with tales of discovery and wealth, but also with fire, disaster, and disease. The rushed pace of the smining room did not offer adequate time for the Silver City to plan for its many residents. In the early days, there was no clean water supply or sewer systems. Prospectors lived in tents, and later, miners lived in slums. Sewage and garbage was discharged, along with mine tailings, into Lake Cobalt. Mining activities within the town created many hazards. In one case, a dynamite explosion started a fire that destroyed many buildings. Outbreaks of smallpox, and typhoid were caused by poor living conditions. Several mines were abandoned following mining, and now lay in ruin. For example, here at Cobalt Lake Mine, blasting in 1932 broke through the bedrock cap, causing 400,000 tons of mill tailings to pour into the mine.",n,NA,NA,NA,NA,NA,n,13,NA,NA,sitePictures/N323a.jpg,sitePictures/N323b.jpg,sitePictures/N323c.jpg,sitePictures/N323d.jpg
3,783,N324,McKinley - Darragh Mill Site,,47.387857,-79.691248,"The history of Cobalt is rife with tales of discovery and wealth, but also with fire, disaster, and disease. The rushed pace of the mining boom did not offer adequate time for the Silver City to plan for it's many residents. In the early days, there was no clean water supply or sewer systems. Prospectors lived in tents, and later, miners lived in slums. Sewage and garbage was discharged, along with mine tailings, into Lake Cobalt. Mining activities within the town created many hazards. In one case, a dynamite explosion started a fire that destroyed many buildings. Outbreaks of smallpox, and typhoid were caused by poor living conditions. Several mines were abandoned following mining, and now lay in ruin. For example, here at Cobalt Lake Mine, blasting in 1932 broke through the bedrock cap, causing 400,000 tons of mill tailings to pour into the mine.",n,NA,NA,NA,NA,NA,n,13,NA,NA,sitePictures/N324a.jpg,sitePictures/N324b.jpg,sitePictures/N324c.jpg,sitePictures/N324d.jpg
3,784,N325,Nipissing Mill Site Lookout,,47.391053,-79.680052,"This was the largest mill in the Cobalt Camp, designed for processing low grade ore. Ore was delivered by means of an aerial tramway from Cobalt for grinding. From the lookout, one can see as far as Lake Temiskaming on a clear day. ",n,NA,NA,NA,NA,NA,n,13,NA,NA,sitePictures/N325a.jpg,sitePictures/N325b.jpg,sitePictures/N325c.jpg,sitePictures/N325d.jpg
3,785,N326,Nipissing 81 Site,,47.392382,-79.68378,"The Nipissing 81 Mine Site provides one of the best views of an open pit mining operation and the enormous gash left behind when a vein is mined out. The entire hill was power washed to bare rock in 1914 during exploration of the ore zone, leaving an interesting, if perhaps unsightly reminder of the environmental consequences of mining activities above the town.",n,NA,NA,NA,NA,NA,n,13,NA,NA,sitePictures/N326a.jpg,sitePictures/N326b.jpg,sitePictures/N326c.jpg,sitePictures/N326d.jpg
3,786,N327,Right of Way Mine Site,,47.397873,-79.678628,"The Right of Way Mine near the train station has one of the most visible headgrames in Cobalt. The mine operated for two years, closing in 1909, followed by intermittent reactivation for the next 78 years. From 1906 to 1935, 2,969,205 ounces of silver were produced at this site.",n,NA,NA,NA,NA,NA,n,13,NA,NA,sitePictures/N327a.jpg,sitePictures/N327b.jpg,sitePictures/N327c.jpg,sitePictures/N327d.jpg
5,795,N328,Whitefish Falls,,46.1165206,-81.7325827,This gorgeous waterfall and canyon at Whitefish Falls is where the Whitefish River falls over the lip of the La Cloche Range. Rocks are white Lorraine Formation quartzite. ,n,NA,NA,NA,NA,NA,n,13,,NA,sitePictures/N328a.jpg,sitePictures/N328b.jpg,sitePictures/N328c.jpg,sitePictures/N328d.jpg
1,232,N33,Penokean Thrust and Fold Belts,,46.12849,-81.736525,"The drive south along Highway 6 from Espanola to Manitoulin Island takes us across a classic example of a ""fold and thrust"" belt. The road cuts through ridge after ridge of steeply dipping Huronian marine sedimentary rocks that are about 2.4 billion years old. Sedimentary rocks of an ancient seaway were pushed north and crumpled during the Penokean Orogeny 1.8 billion years ago,forming a high mountain range. This has been worn down to expose the deformed rocks that today, create the rugged relief of the La Cloche Mountains.",y,46.127661,-81.73584,40.59,0,-15.18,n,16,,1,sitePictures/N33a.jpg,sitePictures/N33b.jpg,sitePictures/N33c.jpg,sitePictures/N33d.jpg
1,233,N34,Whitefish Dike,,46.129231,-81.740307,"The spectacular La Cloche Mountains are best seen from the Willisville Road turnoff (Site N33). An easy climb takes you to the top of a quartzite ridge marking the North Range of the La Cloche Mountains. Here you'll get great views southward over Georgian Bay. At several points along Highway 6, notably west of the highway bridge over the river at Whitefish Falls vertical black-coloured igneous intrusive dikes, of 1.25 billion year old diabase plunge through the pale coloured quartzite.",y,NA,NA,141.77,0,-10.38,n,16,,1,sitePictures/N34a.jpg,sitePictures/N34b.jpg,sitePictures/N34c.jpg,sitePictures/N34d.jpg
1,234,N35,The Clear Lake Earthquake,,46.23933333,-81.747,At Espanola Municipal Centennial Park there is a classic example of deformation produced when an ancient earthquake shook soft sediment some 2 billion years ago. This is a sedimentary 'clastic dike'. ,n,46.239403,-81.746897,221.77,0,0.94,n,16,,1,sitePictures/N35a.jpg,sitePictures/N35b.jpg,sitePictures/N35c.jpg,sitePictures/N35d.jpg
1,235,N36,Killarney Provincial Park,Red Granite and White Quartzite,45.970794,-81.512378,"Killarney boasts geology unlike any other place in Ontario,with the gnarly white quartzite of the La Cloche mountains, formed during the Penokean Orogeny to the glacially scoured 'sugarloaf' red granite hills, stemming from the Grenville Orogeny. To experience the geology take the Chikanishing Trail off Highway 637, which should take approximately an hour, to get great views on the Georgian Bay coast and the white hills of the La Cloche Mountains in the distance. ",n,NA,NA,NA,NA,NA,y,13,,1,sitePictures/N36a.jpg,sitePictures/N36b.jpg,sitePictures/N36c.jpg,sitePictures/N36d.jpg
